Query_ID	Subject_ID	Pct_ID	Length	Mismatches	Gap_open	Query_start	Query_end	Subject_start	Subject_end	e-value	BitScore	Pct_positive_matches	Subject_FullName
cds.evm.model.01.1622.1.5bd9b135	KCY3_ORYSJ	74.603	63	13	1	1	60	1	63	9.70e-24	91.3	79.37	KCY3_ORYSJ UMP-CMP kinase 3 {ECO:0000255|HAMAP-Rule:MF_03172}
cds.evm.model.01.1622	KCY3_ORYSJ	74.603	63	13	1	1	60	1	63	9.70e-24	91.3	79.37	KCY3_ORYSJ UMP-CMP kinase 3 {ECO:0000255|HAMAP-Rule:MF_03172}
cds.evm.model.05.1646.1.5bd9b13a	RHVI2_ROSHC	83.333	60	10	0	1	60	143	202	8.78e-28	106	90.00	RHVI2_ROSHC Acid beta-fructofuranosidase 2, vacuolar {ECO:0000305}
cds.evm.model.04.2173	CRR55_ARATH	44.444	54	29	1	7	59	4	57	3.77e-06	45.1	62.96	CRR55_ARATH Cysteine-rich repeat secretory protein 55
cds.evm.model.04.1181	MLX56_MORAL	71.429	35	10	0	26	60	122	156	4.42e-12	62.0	82.86	MLX56_MORAL Mulatexin {ECO:0000303|PubMed:19476960}
cds.novel_model_2506_5bd9a17a	PAL1_SOYBN	93.333	45	3	0	16	60	20	64	4.01e-23	93.2	97.78	PAL1_SOYBN Phenylalanine ammonia-lyase 1
cds.evm.model.07.1843	OMT3_HUMLU	93.333	60	4	0	1	60	139	198	2.25e-36	127	95.00	OMT3_HUMLU Probable O-methyltransferase 3 {ECO:0000303|PubMed:18223037}
cds.novel_model_3734_5bd9a17a	GLT1_ARATH	56.522	46	15	1	9	54	14	54	4.44e-10	55.5	71.74	GLT1_ARATH Germin-like protein subfamily T member 1
cds.evm.model.10.205.1.5bd9b13d	SILD_FORIN	56.667	60	25	1	1	60	96	154	1.36e-14	68.2	80.00	SILD_FORIN Secoisolariciresinol dehydrogenase
cds.evm.model.10.205	SILD_FORIN	63.793	58	21	0	3	60	7	64	6.91e-19	79.7	86.21	SILD_FORIN Secoisolariciresinol dehydrogenase
cds.evm.model.03.1018	IRX10_ARATH	60.000	60	18	1	1	60	3	56	1.25e-15	72.0	71.67	IRX10_ARATH Probable beta-1,4-xylosyltransferase IRX10
cds.evm.model.01.795	ASMT_ARATH	55.263	38	17	0	21	58	24	61	2.81e-08	51.2	78.95	ASMT_ARATH Acetylserotonin O-methyltransferase {ECO:0000305}
cds.evm.model.01.494	PER10_ARATH	54.386	57	26	0	3	59	246	302	5.06e-14	67.0	77.19	PER10_ARATH Peroxidase 10
cds.novel_model_295_5bd9a17a	P2C30_ARATH	81.667	60	11	0	1	60	249	308	1.40e-29	109	90.00	P2C30_ARATH Probable protein phosphatase 2C 30
cds.evm.model.04.184	AL2B4_ARATH	44.262	61	33	1	1	60	1	61	7.75e-06	44.3	62.30	AL2B4_ARATH Aldehyde dehydrogenase family 2 member B4, mitochondrial
cds.evm.model.03.778	FLA11_ARATH	54.348	46	19	1	15	60	15	58	9.78e-09	52.0	69.57	FLA11_ARATH Fasciclin-like arabinogalactan protein 11
cds.evm.model.06.1002.1.5bd9b13a	NADK1_ARATH	75.000	60	15	0	1	60	244	303	2.22e-27	105	91.67	NADK1_ARATH NAD(H) kinase 1
cds.evm.model.06.1002	NADK1_ARATH	57.407	54	22	1	8	60	14	67	1.82e-10	57.4	68.52	NADK1_ARATH NAD(H) kinase 1
cds.evm.model.06.2124	PERN_ARMRU	76.667	60	14	0	1	60	60	119	8.63e-26	98.6	80.00	PERN_ARMRU Peroxidase N
cds.evm.model.06.248	GGP3_ARATH	48.000	50	26	0	11	60	4	53	1.17e-11	60.1	70.00	GGP3_ARATH Gamma-glutamyl peptidase 3 {ECO:0000305}
cds.evm.model.04.770	RG1_RAUSE	61.702	47	18	0	14	60	79	125	1.12e-15	72.0	91.49	RG1_RAUSE Raucaffricine-O-beta-D-glucosidase {ECO:0000303|PubMed:10975500}
cds.evm.model.08.1715	CPC_CUCSA	66.667	36	12	0	25	60	2	37	8.79e-12	58.5	83.33	CPC_CUCSA Cucumber peeling cupredoxin
cds.novel_model_5576_5bd9a17a	DR206_PEA	44.000	50	22	1	11	60	5	48	2.60e-07	47.8	66.00	DR206_PEA Disease resistance response protein 206
cds.evm.model.08.301	DCAM_IPOBA	72.881	59	16	0	2	60	29	87	2.43e-24	95.5	89.83	DCAM_IPOBA S-adenosylmethionine decarboxylase proenzyme
cds.evm.model.10.36	4CL_VANPL	56.897	58	24	1	3	60	1	57	5.27e-17	75.9	75.86	4CL_VANPL 4-coumarate--CoA ligase {ECO:0000303|Ref.1}
cds.evm.model.10.36.1.5bd9b13c	4CL_VANPL	56.897	58	24	1	3	60	1	57	5.27e-17	75.9	75.86	4CL_VANPL 4-coumarate--CoA ligase {ECO:0000303|Ref.1}
cds.evm.model.07.450	FPF1_ARATH	56.667	60	21	1	1	60	1	55	5.70e-15	66.2	70.00	FPF1_ARATH Flowering-promoting factor 1
cds.evm.model.07.1595	TYDC1_NARPS	66.667	60	16	1	1	60	1	56	3.52e-19	82.0	73.33	TYDC1_NARPS Tyrosine decarboxylase 1 {ECO:0000303|PubMed:29229969}
cds.evm.model.08.29	AAP2_ARATH	81.579	38	7	0	22	59	45	82	1.79e-14	68.6	89.47	AAP2_ARATH Amino acid permease 2
cds.novel_model_3619_5bd9a17a	NLTP2_APIGA	68.571	35	11	0	26	60	1	35	8.11e-10	52.0	82.86	NLTP2_APIGA Non-specific lipid-transfer protein 2 {ECO:0000303|PubMed:23913675}
cds.evm.model.01.2517	ANR1_ARATH	94.118	51	3	0	10	60	1	51	6.96e-27	99.8	100.00	ANR1_ARATH MADS-box transcription factor ANR1
cds.evm.model.09.63	PRPX_HORVU	43.860	57	32	0	4	60	88	144	4.43e-09	52.8	59.65	PRPX_HORVU Pathogen-related protein
cds.evm.model.02.2470	SBT4E_ARATH	70.690	58	17	0	2	59	65	122	1.11e-19	83.6	81.03	SBT4E_ARATH Subtilisin-like protease SBT4.14 {ECO:0000303|PubMed:16193095}
cds.evm.model.04.2434	LHWL3_ARATH	74.074	27	6	1	27	52	17	43	1.79e-07	48.9	85.19	LHWL3_ARATH Transcription factor bHLH155
cds.evm.model.04.1907	PERP7_BRARR	75.000	60	15	0	1	60	32	91	2.38e-26	99.8	85.00	PERP7_BRARR Peroxidase P7
cds.evm.model.07.357	E13B_TOBAC	63.636	55	20	0	6	60	16	70	7.24e-19	80.5	83.64	E13B_TOBAC Glucan endo-1,3-beta-glucosidase, basic vacuolar isoform
cds.novel_model_1310_5bd9a17a	GDU3_ARATH	74.545	55	6	1	13	59	8	62	7.30e-21	82.0	76.36	GDU3_ARATH Protein GLUTAMINE DUMPER 3
cds.evm.model.10.390	CASP7_SOYBN	58.824	51	21	0	10	60	5	55	3.11e-15	68.6	84.31	CASP7_SOYBN CASP-like protein 7
cds.evm.model.09.462	LAC12_ARATH	80.702	57	11	0	2	58	91	147	1.77e-27	105	89.47	LAC12_ARATH Laccase-12
cds.evm.model.ctgX6.7	PER4_VITVI	66.667	60	20	0	1	60	1	60	8.93e-20	82.8	83.33	PER4_VITVI Peroxidase 4 {ECO:0000250|UniProtKB:Q42578}
cds.evm.model.02.2600	INV1_ARATH	83.333	60	10	0	1	60	71	130	4.00e-30	112	90.00	INV1_ARATH Beta-fructofuranosidase, insoluble isoenzyme CWINV1
cds.novel_model_6263_5bd9a17a	DIRL1_ARATH	51.282	39	19	0	22	60	22	60	7.70e-06	42.7	69.23	DIRL1_ARATH Putative lipid-transfer protein DIR1
cds.evm.model.01.1386	B1L_ARATH	40.580	69	22	2	1	56	1	63	2.58e-06	45.4	57.97	B1L_ARATH Protein BYPASS1-LIKE {ECO:0000303|PubMed:31297122, ECO:0000303|PubMed:32664862, ECO:0000303|PubMed:35249253}
cds.evm.model.03.331	CAHC_SPIOL	63.333	60	22	0	1	60	170	229	1.33e-20	84.7	78.33	CAHC_SPIOL Carbonic anhydrase, chloroplastic
cds.evm.model.10.1603	LBD41_ARATH	91.667	60	5	0	1	60	1	60	3.13e-36	124	96.67	LBD41_ARATH LOB domain-containing protein 41
cds.evm.model.06.1713.1.5bd9b13b	C4H1_PETHY	83.333	60	10	0	1	60	1	60	2.24e-29	110	95.00	C4H1_PETHY Trans-cinnamate 4-monooxygenase C4H1 {ECO:0000305}
cds.evm.model.06.1713	C4H1_PETHY	83.333	60	10	0	1	60	1	60	2.24e-29	110	95.00	C4H1_PETHY Trans-cinnamate 4-monooxygenase C4H1 {ECO:0000305}
cds.evm.model.04.317	C71BJ_ARATH	60.000	50	18	2	11	60	5	52	1.49e-11	60.5	72.00	C71BJ_ARATH Cytochrome P450 71B19
cds.evm.model.04.1982	U496A_ARATH	75.439	57	14	0	1	57	71	127	6.49e-23	91.7	87.72	U496A_ARATH UPF0496 protein At4g34320
cds.novel_model_6359_5bd9a17a	PERR_RAUSE	66.102	59	20	0	2	60	47	105	1.66e-19	82.0	76.27	PERR_RAUSE Perakine reductase
cds.evm.model.07.1375	UGT43_PUEML	53.061	49	23	0	12	60	5	53	4.13e-12	62.0	77.55	UGT43_PUEML UDP-glycosyltransferase 43 {ECO:0000303|PubMed:27066037}
cds.novel_model_7197_5bd9a17a	CXE15_ARATH	68.333	60	19	0	1	60	225	284	2.66e-23	92.0	81.67	CXE15_ARATH Carboxylesterase 15 {ECO:0000303|PubMed:14738307}
cds.evm.model.07.1670	SL11_ORYSJ	59.459	37	15	0	24	60	262	298	2.57e-08	51.2	75.68	SL11_ORYSJ E3 ubiquitin-protein ligase SPL11
cds.evm.model.02.1087	NBS_NARPS	45.763	59	32	0	2	60	1	59	1.76e-14	66.2	69.49	NBS_NARPS Norbelladine synthase {ECO:0000303|PubMed:30526483}
cds.evm.model.05.708	DTX48_ARATH	81.034	58	11	0	3	60	71	128	1.50e-25	100	96.55	DTX48_ARATH Protein DETOXIFICATION 48 {ECO:0000303|PubMed:11739388}
cds.evm.model.02.3080	SUT34_ARATH	48.333	60	20	2	1	60	1	49	6.15e-10	55.8	60.00	SUT34_ARATH Probable sulfate transporter 3.4
cds.evm.model.06.240	CFAT_PETHY	75.556	45	10	1	12	55	6	50	2.49e-09	53.9	88.89	CFAT_PETHY Coniferyl alcohol acyltransferase {ECO:0000303|PubMed:17241449}
cds.evm.model.04.1536	PCKA_CUCSA	48.485	66	28	2	1	60	1	66	2.35e-11	59.7	63.64	PCKA_CUCSA Phosphoenolpyruvate carboxykinase (ATP)
cds.evm.model.04.1536.2.5bd9b138	PCKA_CUCSA	95.000	60	3	0	1	60	216	275	7.48e-38	134	100.00	PCKA_CUCSA Phosphoenolpyruvate carboxykinase (ATP)
cds.evm.model.04.1536.1.5bd9b138	PCKA1_ARATH	94.231	52	3	0	9	60	273	324	2.70e-30	113	98.08	PCKA1_ARATH Phosphoenolpyruvate carboxykinase (ATP) 1 {ECO:0000303|PubMed:17283014}
cds.evm.model.04.1536.3.5bd9b138	PCKA_CUCSA	95.000	60	3	0	1	60	216	275	7.48e-38	134	100.00	PCKA_CUCSA Phosphoenolpyruvate carboxykinase (ATP)
cds.novel_model_1511_5bd9a17a	CEPR1_ARATH	76.271	59	14	0	1	59	275	333	4.22e-23	93.2	84.75	CEPR1_ARATH Receptor protein-tyrosine kinase CEPR1 {ECO:0000303|PubMed:25324386}
cds.novel_model_1511_5bd9a17a	CEPR1_ARATH	43.636	55	31	0	5	59	255	309	1.28e-06	46.2	58.18	CEPR1_ARATH Receptor protein-tyrosine kinase CEPR1 {ECO:0000303|PubMed:25324386}
cds.novel_model_1511_5bd9a17a	CEPR1_ARATH	38.983	59	36	0	1	59	467	525	3.69e-06	45.1	61.02	CEPR1_ARATH Receptor protein-tyrosine kinase CEPR1 {ECO:0000303|PubMed:25324386}
cds.novel_model_1511_5bd9a17a	CEPR1_ARATH	49.091	55	27	1	6	59	207	261	9.55e-06	43.9	60.00	CEPR1_ARATH Receptor protein-tyrosine kinase CEPR1 {ECO:0000303|PubMed:25324386}
cds.evm.model.08.1931	HQGT_RAUSE	48.333	60	26	2	1	60	10	64	2.16e-10	57.0	68.33	HQGT_RAUSE Hydroquinone glucosyltransferase
cds.novel_model_5890_5bd9a17a	U72E3_ARATH	52.083	48	23	0	13	60	5	52	1.58e-11	60.5	77.08	U72E3_ARATH UDP-glycosyltransferase 72E3 {ECO:0000303|PubMed:11042215}
cds.novel_model_5891_5bd9a17a.1.5bd9b13b	U72E3_ARATH	52.273	44	21	0	16	59	5	48	8.03e-10	55.5	77.27	U72E3_ARATH UDP-glycosyltransferase 72E3 {ECO:0000303|PubMed:11042215}
cds.evm.model.08.1275	WRK11_ARATH	51.667	60	22	1	1	60	1	53	1.25e-09	54.7	66.67	WRK11_ARATH Probable WRKY transcription factor 11
cds.evm.model.10.1553	Y2913_ARATH	48.889	45	23	0	16	60	11	55	1.29e-06	46.2	64.44	Y2913_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130
cds.evm.model.02.2367	BPS1_ARATH	60.000	60	24	0	1	60	1	60	8.85e-16	72.0	71.67	BPS1_ARATH Protein BPS1, chloroplastic {ECO:0000303|PubMed:15458645}
cds.evm.model.01.802	ASOL_TOBAC	67.391	46	14	1	15	60	12	56	1.36e-15	71.6	82.61	ASOL_TOBAC L-ascorbate oxidase homolog
cds.novel_model_5880_5bd9a17a	NET4A_ARATH	66.667	60	20	0	1	60	1	60	2.62e-19	82.4	78.33	NET4A_ARATH Protein NETWORKED 4A {ECO:0000303|PubMed:22840520}
cds.evm.model.09.280	SYK_SOLLC	46.552	58	31	0	3	60	37	94	1.53e-14	68.9	75.86	SYK_SOLLC Lysine--tRNA ligase
cds.evm.model.08.737	PER16_ARATH	57.447	47	18	1	14	60	10	54	4.11e-10	56.2	76.60	PER16_ARATH Peroxidase 16
cds.novel_model_5997_5bd9a17a	GBA2_MOUSE	43.103	58	33	0	1	58	693	750	2.94e-10	56.6	62.07	GBA2_MOUSE Non-lysosomal glucosylceramidase {ECO:0000305}
cds.evm.model.06.700	PKRA_DROME	50.000	56	27	1	1	55	1	56	7.38e-09	52.8	60.71	PKRA_DROME Protein krasavietz
cds.evm.model.06.700.1.5bd9b13a	PKRA_DROME	50.000	56	27	1	1	55	1	56	7.38e-09	52.8	60.71	PKRA_DROME Protein krasavietz
cds.evm.model.06.449	LRR1_ARATH	58.333	60	25	0	1	60	1	60	2.65e-16	72.0	71.67	LRR1_ARATH Leucine-rich repeat protein 1 {ECO:0000303|PubMed:19712067}
cds.novel_model_4735_5bd9a17a.1.5bd9b13a	NHL13_ARATH	53.968	63	18	3	1	60	1	55	4.16e-11	58.5	66.67	NHL13_ARATH NDR1/HIN1-like protein 13 {ECO:0000303|PubMed:26206852}
cds.novel_model_4734_5bd9a17a	NHL13_ARATH	53.968	63	18	3	1	60	1	55	4.16e-11	58.5	66.67	NHL13_ARATH NDR1/HIN1-like protein 13 {ECO:0000303|PubMed:26206852}
cds.evm.model.09.1555	E13B_WHEAT	59.322	59	24	0	2	60	389	447	1.88e-18	79.7	72.88	E13B_WHEAT Glucan endo-1,3-beta-glucosidase
cds.evm.model.08.918	VAP41_ARATH	84.314	51	8	0	10	60	90	140	1.32e-25	97.1	94.12	VAP41_ARATH Vesicle-associated protein 4-1
cds.evm.model.09.231	AMT21_ORYSJ	82.353	51	9	0	10	60	6	56	9.09e-23	92.0	92.16	AMT21_ORYSJ Ammonium transporter 2 member 1
cds.evm.model.02.956.2.5bd9b134.1.5bdae6dd	MAOP2_ARATH	84.848	33	5	0	28	60	372	404	3.06e-14	68.2	96.97	MAOP2_ARATH NADP-dependent malic enzyme 2
cds.evm.model.02.956.3.5bd9b134	MAOX_POPTR	90.000	60	6	0	1	60	1	60	2.08e-31	116	95.00	MAOX_POPTR NADP-dependent malic enzyme
cds.evm.model.02.956.2.5bd9b134	MAOP4_ARATH	88.333	60	7	0	1	60	259	318	8.25e-32	117	100.00	MAOP4_ARATH NADP-dependent malic enzyme 4, chloroplastic
cds.evm.model.02.956	MAOX_POPTR	90.000	60	6	0	1	60	1	60	2.08e-31	116	95.00	MAOX_POPTR NADP-dependent malic enzyme
cds.evm.model.02.956.1.5bd9b134	MAOX_POPTR	90.000	60	6	0	1	60	1	60	2.08e-31	116	95.00	MAOX_POPTR NADP-dependent malic enzyme
cds.evm.model.02.3038	PME1_FICPW	57.812	64	22	1	2	60	103	166	1.62e-18	80.1	75.00	PME1_FICPW Pectinesterase/pectinesterase inhibitor
cds.evm.model.10.823	MLP43_ARATH	45.763	59	32	0	2	60	5	63	7.88e-13	61.6	67.80	MLP43_ARATH MLP-like protein 43
cds.evm.model.01.372	AZF1_ARATH	52.000	75	20	4	1	60	1	74	2.21e-12	62.0	58.67	AZF1_ARATH Zinc finger protein AZF1
cds.evm.model.08.1211	HMA2_ORYSJ	73.810	42	11	0	19	60	9	50	8.50e-16	72.4	92.86	HMA2_ORYSJ Cadmium/zinc-transporting ATPase HMA2 {ECO:0000305}
cds.evm.model.03.206	LBD4_ARATH	73.239	71	7	1	2	60	12	82	3.93e-29	103	77.46	LBD4_ARATH LOB domain-containing protein 4
cds.evm.model.02.1891	BH013_ARATH	69.231	52	16	0	9	60	4	55	1.24e-17	77.8	86.54	BH013_ARATH Transcription factor bHLH13
cds.evm.model.10.848	NIK1_ARATH	61.702	47	17	1	15	60	16	62	7.75e-13	63.9	76.60	NIK1_ARATH Protein NSP-INTERACTING KINASE 1 {ECO:0000303|PubMed:15489295}
cds.evm.model.05.1913	MYC2_ARATH	85.714	35	4	1	1	34	1	35	4.90e-13	64.7	94.29	MYC2_ARATH Transcription factor MYC2
cds.evm.model.01.467	XLG2_ARATH	40.909	66	30	2	1	58	1	65	5.04e-06	44.7	51.52	XLG2_ARATH Extra-large guanine nucleotide-binding protein 2
cds.evm.model.04.238	CRK2_ARATH	43.636	55	30	1	7	60	13	67	2.03e-08	51.6	60.00	CRK2_ARATH Cysteine-rich receptor-like protein kinase 2
cds.evm.model.10.443.1.5bd9b13d	NAP1_SOLLC	85.185	54	8	0	7	60	56	109	2.77e-29	107	96.30	NAP1_SOLLC NAC domain-containing protein 1 {ECO:0000303|PubMed:29760199}
cds.evm.model.10.443	NAC29_ARATH	81.667	60	11	0	1	60	1	60	1.09e-30	110	88.33	NAC29_ARATH NAC transcription factor 29
cds.evm.model.04.1617	PUMP5_ARATH	70.690	58	11	2	1	57	1	53	5.49e-20	83.2	82.76	PUMP5_ARATH Mitochondrial uncoupling protein 5
cds.evm.model.06.1330	GL113_ARATH	63.333	60	22	0	1	60	1	60	4.97e-20	81.6	76.67	GL113_ARATH Germin-like protein subfamily 1 member 13
cds.evm.model.04.2082	C84A1_ARATH	78.333	60	13	0	1	60	53	112	3.05e-28	107	91.67	C84A1_ARATH Cytochrome P450 84A1
cds.evm.model.08.1974	TDC2_CAMAC	58.462	65	22	1	1	60	1	65	8.39e-19	80.9	73.85	TDC2_CAMAC Tryptophan decarboxylase TDC2 {ECO:0000305}
cds.evm.model.09.1113	CSPLC_RICCO	55.000	60	25	1	1	60	1	58	6.17e-11	57.8	63.33	CSPLC_RICCO CASP-like protein 1B1
cds.evm.model.02.2787	B561J_ARATH	55.000	40	18	0	21	60	21	60	1.63e-09	54.7	80.00	B561J_ARATH Cytochrome b561 and DOMON domain-containing protein At5g47530
cds.novel_model_958_5bd9a17a	NBS_NARPS	43.860	57	31	1	2	58	1	56	1.24e-08	50.8	63.16	NBS_NARPS Norbelladine synthase {ECO:0000303|PubMed:30526483}
cds.evm.model.01.613	NIP31_ORYSJ	64.151	53	17	2	10	60	19	71	1.50e-14	68.6	73.58	NIP31_ORYSJ Aquaporin NIP3-1
cds.evm.model.01.613.1.5bd9b134	NIP51_ARATH	93.220	59	4	0	2	60	79	137	6.73e-32	114	98.31	NIP51_ARATH Probable aquaporin NIP5-1
cds.evm.model.10.1339	LSH10_ARATH	95.455	44	2	0	17	60	63	106	3.52e-25	94.0	95.45	LSH10_ARATH Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10
cds.evm.model.02.2723	GAUT4_ARATH	46.774	62	28	2	1	60	1	59	4.14e-09	53.5	62.90	GAUT4_ARATH Probable galacturonosyltransferase 4
cds.novel_model_6465_5bd9a17a	NCL2_ORYSJ	40.678	59	35	0	1	59	346	404	5.49e-09	53.1	64.41	NCL2_ORYSJ Sodium/calcium exchanger NCL2 {ECO:0000305}
cds.novel_model_3760_5bd9a17a.1.5bd9b138	PER35_ARATH	58.333	60	25	0	1	60	1	60	6.19e-19	80.5	78.33	PER35_ARATH Peroxidase 35
cds.novel_model_3759_5bd9a17a	PER35_ARATH	58.333	60	25	0	1	60	1	60	6.19e-19	80.5	78.33	PER35_ARATH Peroxidase 35
cds.novel_model_980_5bd9a17a	LTPG5_ARATH	48.276	58	27	3	5	60	2	58	5.15e-09	52.0	75.86	LTPG5_ARATH Non-specific lipid transfer protein GPI-anchored 5 {ECO:0000303|PubMed:23893219}
cds.novel_model_3925_5bd9a17a	AGAL_CYATE	91.525	59	5	0	1	59	240	298	1.00e-32	118	93.22	AGAL_CYATE Alpha-galactosidase
cds.evm.model.04.1162	HIP23_ARATH	69.231	65	15	1	1	60	1	65	1.71e-24	91.7	83.08	HIP23_ARATH Heavy metal-associated isoprenylated plant protein 23 {ECO:0000303|PubMed:21072340, ECO:0000303|PubMed:23368984}
cds.evm.model.04.1162.1.5bd9b138	HIP23_ARATH	69.231	65	15	1	1	60	1	65	1.71e-24	91.7	83.08	HIP23_ARATH Heavy metal-associated isoprenylated plant protein 23 {ECO:0000303|PubMed:21072340, ECO:0000303|PubMed:23368984}
cds.evm.model.09.474	GSTX6_SOYBN	74.138	58	15	0	3	60	6	63	1.51e-22	88.2	81.03	GSTX6_SOYBN Probable glutathione S-transferase
cds.evm.model.02.277	AL2C4_ARATH	63.793	58	21	0	3	60	89	146	5.62e-18	78.6	75.86	AL2C4_ARATH Aldehyde dehydrogenase family 2 member C4
cds.evm.model.04.530_evm.model.04.529	C71D8_SOYBN	63.889	36	10	1	27	59	28	63	7.78e-08	49.7	72.22	C71D8_SOYBN Cytochrome P450 71D8
cds.evm.model.09.1088	MBS2_ARATH	83.333	60	10	0	1	60	1	60	2.26e-29	102	88.33	MBS2_ARATH Protein METHYLENE BLUE SENSITIVITY 2 {ECO:0000303|PubMed:24151292}
cds.evm.model.01.597	MYB2_ORYSJ	54.545	44	19	1	17	60	1	43	7.37e-08	49.7	72.73	MYB2_ORYSJ Transcription factor MYB2 {ECO:0000305}
cds.evm.model.10.540	Y8948_DICDI	45.283	53	28	1	9	60	19	71	6.30e-06	44.3	58.49	Y8948_DICDI Putative methyltransferase DDB_G0268948
cds.evm.model.02.3216	HST_TOBAC	78.333	60	13	0	1	60	10	69	1.01e-27	105	90.00	HST_TOBAC Shikimate O-hydroxycinnamoyltransferase
cds.evm.model.06.296	FB119_ARATH	57.500	40	17	0	21	60	11	50	6.51e-08	50.1	70.00	FB119_ARATH F-box protein At2g27310
cds.evm.model.01.901.1.5bd9b135	IPT3_ARATH	54.688	64	24	2	2	60	7	70	9.64e-13	63.5	65.62	IPT3_ARATH Adenylate isopentenyltransferase 3, chloroplastic
cds.evm.model.01.901	IPT3_ARATH	54.688	64	24	2	2	60	7	70	9.64e-13	63.5	65.62	IPT3_ARATH Adenylate isopentenyltransferase 3, chloroplastic
cds.novel_model_233_5bd9a17a	XCP1_ARATH	57.377	61	23	2	1	59	1	60	7.65e-14	66.6	72.13	XCP1_ARATH Cysteine protease XCP1 {ECO:0000305}
cds.evm.model.04.2121	CDPKG_ARATH	79.310	58	12	0	2	59	84	141	1.29e-25	100	84.48	CDPKG_ARATH Calcium-dependent protein kinase 16
cds.evm.model.10.2236	MEL1_ORYSJ	64.912	57	20	0	3	59	377	433	8.11e-21	86.7	84.21	MEL1_ORYSJ Protein argonaute MEL1
cds.evm.model.08.196	XTH1_DIOKA	49.020	51	26	0	10	60	13	63	1.74e-11	59.7	72.55	XTH1_DIOKA Xyloglucan endotransglucosylase protein 1 {ECO:0000305}
cds.evm.model.02.783	PAL1_SOYBN	68.852	61	14	2	1	60	1	57	3.14e-18	79.3	73.77	PAL1_SOYBN Phenylalanine ammonia-lyase 1
cds.evm.model.08.1580	UGT2_GARJA	79.310	58	12	0	3	60	9	66	7.28e-29	108	91.38	UGT2_GARJA 7-deoxyloganetin glucosyltransferase
cds.evm.model.05.664	AROF_SOLLC	69.231	39	6	3	22	59	24	57	2.87e-06	45.4	71.79	AROF_SOLLC Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic
cds.evm.model.05.664.1.5bd9b139	AROG_ARATH	86.667	60	8	0	1	60	156	215	1.50e-31	116	95.00	AROG_ARATH Phospho-2-dehydro-3-deoxyheptonate aldolase 2, chloroplastic
cds.evm.model.02.595	PIP12_MUSAC	91.667	60	3	1	1	60	1	58	2.20e-34	119	96.67	PIP12_MUSAC Aquaporin PIP1-2 {ECO:0000303|PubMed:23745761, ECO:0000303|PubMed:26307965}
cds.evm.model.02.546	Y2048_ARATH	49.020	51	25	1	10	60	14	63	3.64e-06	45.1	62.75	Y2048_ARATH WEB family protein At2g40480
cds.evm.model.02.2125	PUB14_ARATH	51.786	56	27	0	1	56	1	56	3.31e-09	53.5	60.71	PUB14_ARATH U-box domain-containing protein 14
cds.novel_model_7350_5bd9a17a	WRK43_ARATH	67.925	53	17	0	7	59	6	58	3.24e-23	87.0	86.79	WRK43_ARATH Probable WRKY transcription factor 43
cds.evm.model.02.2253	AKT1_ARATH	70.000	50	12	2	13	60	7	55	8.32e-16	72.4	86.00	AKT1_ARATH Potassium channel AKT1
cds.evm.model.06.1930	RBOHJ_ARATH	56.364	55	24	0	4	58	109	163	5.64e-16	72.8	76.36	RBOHJ_ARATH Putative respiratory burst oxidase homolog protein J
cds.evm.model.07.1594	TYDC1_NARPS	67.308	52	17	0	9	60	4	55	4.26e-18	79.0	75.00	TYDC1_NARPS Tyrosine decarboxylase 1 {ECO:0000303|PubMed:29229969}
cds.evm.model.10.1666	6PGD1_SPIOL	90.000	60	3	1	1	60	1	57	1.62e-28	107	93.33	6PGD1_SPIOL 6-phosphogluconate dehydrogenase, decarboxylating 1
cds.evm.model.04.1817.1.5bd9b139	THLP1_ARATH	53.571	56	26	0	4	59	29	84	1.07e-12	62.8	62.50	THLP1_ARATH Thaumatin-like protein 1 {ECO:0000303|PubMed:15988566}
cds.evm.model.04.1817	THLP1_ARATH	49.057	53	25	1	10	60	15	67	1.73e-07	48.5	60.38	THLP1_ARATH Thaumatin-like protein 1 {ECO:0000303|PubMed:15988566}
cds.evm.model.10.1506	PER3_ARATH	47.458	59	27	1	6	60	3	61	5.19e-12	61.6	67.80	PER3_ARATH Peroxidase 3
cds.evm.model.02.3101	CSE_ARATH	79.245	53	8	1	8	60	21	70	4.27e-23	91.7	90.57	CSE_ARATH Caffeoylshikimate esterase
cds.evm.model.04.1906	PLP1_ORYSJ	66.667	42	14	0	19	60	28	69	6.15e-13	64.3	85.71	PLP1_ORYSJ Patatin-like protein 1
cds.evm.model.04.1800	PIP27_ARATH	69.355	62	14	1	4	60	2	63	3.23e-22	88.6	80.65	PIP27_ARATH Aquaporin PIP2-7 {ECO:0000303|PubMed:11806824}
cds.evm.model.08.735	PER16_ARATH	49.020	51	24	1	10	60	6	54	1.19e-08	52.0	70.59	PER16_ARATH Peroxidase 16
cds.evm.model.08.238	GDU3_ARATH	81.132	53	7	1	8	60	16	65	6.52e-23	87.4	83.02	GDU3_ARATH Protein GLUTAMINE DUMPER 3
cds.evm.model.06.607	AKR1_SOYBN	75.000	52	13	0	9	60	6	57	1.13e-20	85.5	84.62	AKR1_SOYBN Probable aldo-keto reductase 1
